#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,flight_id,status
,4911,4911,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:45:20Z,11,baggage,operation_data,IB4468,delayed
,4912,4912,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T19:42:20Z,21,catering,operation_data,IB4468,on-time
,4913,4913,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:54:20Z,31,boarding,operation_data,IB4468,on-time
,4914,4914,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:34:20Z,14,disembark,operation_data,IB2450,on-time
,4915,4915,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T15:28:20Z,38,cleaning,operation_data,IB2450,on-time
,4916,4916,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:56:20Z,19,fueling,operation_data,IB2450,on-time
,4917,4917,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T10:49:20Z,32,baggage,operation_data,IB2450,on-time
,4918,4918,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T09:36:20Z,33,catering,operation_data,IB2450,on-time
,4919,4919,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:50:20Z,13,boarding,operation_data,IB2450,delayed
,4920,4920,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:55:20Z,44,disembark,operation_data,IB1615,delayed
,4921,4921,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:45:20Z,7,cleaning,operation_data,IB1615,delayed
,4922,4922,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:27:20Z,34,fueling,operation_data,IB1615,on-time
,4923,4923,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T02:36:20Z,6,baggage,operation_data,IB1615,on-time
,4924,4924,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:32:20Z,19,catering,operation_data,IB1615,on-time
,4925,4925,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:31:20Z,50,boarding,operation_data,IB1615,on-time
,4926,4926,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:16:20Z,30,disembark,operation_data,IB9267,on-time
,4927,4927,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:24:20Z,36,cleaning,operation_data,IB9267,delayed
,4928,4928,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:59:20Z,44,fueling,operation_data,IB9267,on-time
,4929,4929,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:14:20Z,36,baggage,operation_data,IB9267,on-time
,4930,4930,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T15:30:20Z,38,catering,operation_data,IB9267,delayed
,4931,4931,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:38:20Z,47,boarding,operation_data,IB9267,delayed
,4932,4932,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:45:20Z,11,disembark,operation_data,IB8098,on-time
,4933,4933,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T09:39:20Z,32,cleaning,operation_data,IB8098,on-time
,4934,4934,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:21:20Z,41,fueling,operation_data,IB8098,on-time
,4935,4935,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:18:20Z,14,baggage,operation_data,IB8098,on-time
,4936,4936,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T17:41:20Z,43,catering,operation_data,IB8098,delayed
,4937,4937,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:10:20Z,9,boarding,operation_data,IB8098,on-time
,4938,4938,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:18:20Z,22,disembark,operation_data,IB8289,on-time
,4939,4939,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:51:20Z,19,cleaning,operation_data,IB8289,delayed
,4940,4940,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:38:20Z,39,fueling,operation_data,IB8289,on-time
,4941,4941,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T10:09:20Z,11,baggage,operation_data,IB8289,on-time
,4942,4942,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:53:20Z,5,catering,operation_data,IB8289,on-time
,4943,4943,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:43:20Z,42,boarding,operation_data,IB8289,on-time
,4944,4944,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:13:20Z,35,disembark,operation_data,IB8627,on-time
,4945,4945,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:51:20Z,36,cleaning,operation_data,IB8627,delayed
,4946,4946,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T10:11:20Z,5,fueling,operation_data,IB8627,on-time
,4947,4947,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:34:20Z,28,baggage,operation_data,IB8627,on-time
,4948,4948,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:10:20Z,21,catering,operation_data,IB8627,on-time
,4949,4949,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:39:20Z,50,boarding,operation_data,IB8627,delayed
,4950,4950,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:46:20Z,45,disembark,operation_data,IB9408,delayed
,4951,4951,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:31:20Z,35,cleaning,operation_data,IB9408,on-time
,4952,4952,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T19:54:20Z,45,fueling,operation_data,IB9408,on-time
,4953,4953,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:40:20Z,24,baggage,operation_data,IB9408,on-time
,4954,4954,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:32:20Z,43,catering,operation_data,IB9408,on-time
,4955,4955,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:32:20Z,21,boarding,operation_data,IB9408,delayed
,4956,4956,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:44:20Z,43,disembark,operation_data,IB3547,on-time
,4957,4957,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:57:20Z,20,cleaning,operation_data,IB3547,delayed
,4958,4958,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:15:20Z,35,fueling,operation_data,IB3547,on-time
,4959,4959,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:05:20Z,42,baggage,operation_data,IB3547,delayed
,4960,4960,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:53:20Z,32,catering,operation_data,IB3547,delayed
,4961,4961,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:55:20Z,7,boarding,operation_data,IB3547,on-time
,4962,4962,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T22:11:20Z,20,disembark,operation_data,IB1153,on-time
,4963,4963,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:39:20Z,38,cleaning,operation_data,IB1153,on-time
,4964,4964,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T17:12:20Z,26,fueling,operation_data,IB1153,on-time
,4965,4965,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T09:44:20Z,27,baggage,operation_data,IB1153,on-time
,4966,4966,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:33:20Z,45,catering,operation_data,IB1153,on-time
,4967,4967,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:36:20Z,20,boarding,operation_data,IB1153,on-time
,4968,4968,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:33:20Z,29,disembark,operation_data,IB4326,on-time
,4969,4969,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T19:23:20Z,46,cleaning,operation_data,IB4326,on-time
,4970,4970,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T15:12:20Z,47,fueling,operation_data,IB4326,on-time
,4971,4971,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:09:20Z,34,baggage,operation_data,IB4326,delayed
,4972,4972,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:31:20Z,40,catering,operation_data,IB4326,delayed
,4973,4973,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:35:20Z,46,boarding,operation_data,IB4326,on-time
,4974,4974,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:11:20Z,40,disembark,operation_data,IB2699,delayed
,4975,4975,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T15:40:20Z,47,cleaning,operation_data,IB2699,delayed
,4976,4976,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:49:20Z,38,fueling,operation_data,IB2699,delayed
,4977,4977,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:56:20Z,25,baggage,operation_data,IB2699,on-time
,4978,4978,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:40:20Z,48,catering,operation_data,IB2699,on-time
,4979,4979,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:40:20Z,28,boarding,operation_data,IB2699,on-time
,4980,4980,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:44:20Z,20,disembark,operation_data,IB8859,delayed
,4981,4981,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:11:20Z,8,cleaning,operation_data,IB8859,delayed
,4982,4982,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:25:20Z,31,fueling,operation_data,IB8859,on-time
,4983,4983,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:05:20Z,7,baggage,operation_data,IB8859,on-time
,4984,4984,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:11:20Z,23,catering,operation_data,IB8859,on-time
,4985,4985,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:27:20Z,23,boarding,operation_data,IB8859,on-time
,4986,4986,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:36:20Z,17,disembark,operation_data,IB6887,on-time
,4987,4987,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:19:20Z,37,cleaning,operation_data,IB6887,on-time
,4988,4988,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:30:20Z,21,fueling,operation_data,IB6887,on-time
,4989,4989,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:00:20Z,21,baggage,operation_data,IB6887,on-time
,4990,4990,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T09:44:20Z,16,catering,operation_data,IB6887,on-time
,4991,4991,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:00:20Z,16,boarding,operation_data,IB6887,on-time
,4992,4992,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:09:20Z,29,disembark,operation_data,IB6617,on-time
,4993,4993,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T09:21:20Z,40,cleaning,operation_data,IB6617,on-time
,4994,4994,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:35:20Z,27,fueling,operation_data,IB6617,on-time
,4995,4995,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:56:20Z,17,baggage,operation_data,IB6617,on-time
,4996,4996,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:21:20Z,12,catering,operation_data,IB6617,on-time
,4997,4997,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:44:20Z,12,boarding,operation_data,IB6617,on-time
,4998,4998,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:04:20Z,43,disembark,operation_data,IB9267,on-time
,4999,4999,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T10:30:20Z,21,cleaning,operation_data,IB9267,on-time
,5000,5000,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:12:20Z,40,fueling,operation_data,IB9267,on-time
,5001,5001,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:17:20Z,39,baggage,operation_data,IB9267,delayed
,5002,5002,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:09:20Z,14,catering,operation_data,IB9267,on-time
,5003,5003,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:55:20Z,24,boarding,operation_data,IB9267,on-time
,5004,5004,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:17:20Z,29,disembark,operation_data,IB4189,delayed
,5005,5005,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T22:47:20Z,19,cleaning,operation_data,IB4189,delayed
,5006,5006,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:51:20Z,28,fueling,operation_data,IB4189,on-time
,5007,5007,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:55:20Z,27,baggage,operation_data,IB4189,on-time
,5008,5008,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:28:20Z,26,catering,operation_data,IB4189,on-time
,5009,5009,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:18:20Z,13,boarding,operation_data,IB4189,on-time
,5010,5010,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:54:20Z,27,disembark,operation_data,IB6175,on-time
,5011,5011,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T00:21:20Z,25,cleaning,operation_data,IB6175,on-time
,5012,5012,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:30:20Z,47,fueling,operation_data,IB6175,on-time
,5013,5013,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T00:58:20Z,12,baggage,operation_data,IB6175,on-time
,5014,5014,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T15:52:20Z,43,catering,operation_data,IB6175,on-time
,5015,5015,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:13:20Z,34,boarding,operation_data,IB6175,delayed
,5016,5016,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:15:20Z,30,disembark,operation_data,IB8184,delayed
,5017,5017,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:56:20Z,35,cleaning,operation_data,IB8184,on-time
,5018,5018,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:31:20Z,11,fueling,operation_data,IB8184,on-time
,5019,5019,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:11:20Z,43,baggage,operation_data,IB8184,on-time
,5020,5020,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:51:20Z,41,catering,operation_data,IB8184,delayed
,5021,5021,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:00:20Z,29,boarding,operation_data,IB8184,delayed
,5022,5022,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:50:20Z,13,disembark,operation_data,IB1856,on-time
,5023,5023,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T00:38:20Z,6,cleaning,operation_data,IB1856,delayed
,5024,5024,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:20:20Z,7,fueling,operation_data,IB1856,on-time
,5025,5025,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:06:20Z,17,baggage,operation_data,IB1856,delayed
,5026,5026,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:32:20Z,25,catering,operation_data,IB1856,on-time
,5027,5027,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:15:20Z,5,boarding,operation_data,IB1856,on-time
,5028,5028,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:17:20Z,27,disembark,operation_data,IB9782,on-time
,5029,5029,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:22:20Z,14,cleaning,operation_data,IB9782,on-time
,5030,5030,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T22:33:20Z,21,fueling,operation_data,IB9782,delayed
,5031,5031,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T13:21:20Z,22,baggage,operation_data,IB9782,on-time
,5032,5032,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:39:20Z,49,catering,operation_data,IB9782,on-time
,5033,5033,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:08:20Z,24,boarding,operation_data,IB9782,on-time
,5034,5034,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T19:04:20Z,44,disembark,operation_data,IB4855,on-time
,5035,5035,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:39:20Z,43,cleaning,operation_data,IB4855,on-time
,5036,5036,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T17:11:20Z,10,fueling,operation_data,IB4855,on-time
,5037,5037,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:18:20Z,47,baggage,operation_data,IB4855,on-time
,5038,5038,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:26:20Z,29,catering,operation_data,IB4855,on-time
,5039,5039,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:43:20Z,38,boarding,operation_data,IB4855,delayed
,5040,5040,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:58:20Z,49,disembark,operation_data,IB5857,on-time
,5041,5041,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T22:27:20Z,24,cleaning,operation_data,IB5857,on-time
,5042,5042,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:14:20Z,43,fueling,operation_data,IB5857,on-time
,5043,5043,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:29:20Z,27,baggage,operation_data,IB5857,delayed
,5044,5044,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:00:20Z,27,catering,operation_data,IB5857,on-time
,5045,5045,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:27:20Z,28,boarding,operation_data,IB5857,delayed
,5046,5046,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T10:57:20Z,16,disembark,operation_data,IB2768,delayed
,5047,5047,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:35:20Z,38,cleaning,operation_data,IB2768,delayed
,5048,5048,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:02:20Z,33,fueling,operation_data,IB2768,on-time
,5049,5049,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:32:20Z,12,baggage,operation_data,IB2768,on-time
,5050,5050,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:52:20Z,21,catering,operation_data,IB2768,on-time
,5051,5051,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:20:20Z,9,boarding,operation_data,IB2768,on-time
,5052,5052,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:16:20Z,9,disembark,operation_data,IB1125,on-time
,5053,5053,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:15:20Z,31,cleaning,operation_data,IB1125,delayed
,5054,5054,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:27:20Z,11,fueling,operation_data,IB1125,on-time
,5055,5055,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T19:56:20Z,44,baggage,operation_data,IB1125,delayed
,5056,5056,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:49:20Z,38,catering,operation_data,IB1125,on-time
,5057,5057,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:59:20Z,10,boarding,operation_data,IB1125,on-time
,5058,5058,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:49:20Z,24,disembark,operation_data,IB4664,on-time
,5059,5059,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:36:20Z,33,cleaning,operation_data,IB4664,on-time
,5060,5060,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T08:41:20Z,35,fueling,operation_data,IB4664,delayed
,5061,5061,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T00:06:20Z,32,baggage,operation_data,IB4664,on-time
,5062,5062,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:06:20Z,49,catering,operation_data,IB4664,on-time
,5063,5063,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:12:20Z,20,boarding,operation_data,IB4664,on-time
,5064,5064,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:35:20Z,5,disembark,operation_data,IB5870,delayed
,5065,5065,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T17:52:20Z,25,cleaning,operation_data,IB5870,on-time
,5066,5066,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T01:00:20Z,9,fueling,operation_data,IB5870,on-time
,5067,5067,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:23:20Z,40,baggage,operation_data,IB5870,on-time
,5068,5068,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:18:20Z,42,catering,operation_data,IB5870,on-time
,5069,5069,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:07:20Z,13,boarding,operation_data,IB5870,on-time
,5070,5070,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:52:20Z,49,disembark,operation_data,IB8446,on-time
,5071,5071,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:57:20Z,43,cleaning,operation_data,IB8446,on-time
,5072,5072,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T11:55:20Z,40,fueling,operation_data,IB8446,on-time
,5073,5073,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:33:20Z,31,baggage,operation_data,IB8446,on-time
,5074,5074,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T09:26:20Z,24,catering,operation_data,IB8446,on-time
,5075,5075,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:01:20Z,8,boarding,operation_data,IB8446,on-time
,5076,5076,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T22:23:20Z,25,disembark,operation_data,IB7723,on-time
,5077,5077,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T06:25:20Z,8,cleaning,operation_data,IB7723,on-time
,5078,5078,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:23:20Z,22,fueling,operation_data,IB7723,on-time
,5079,5079,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T19:43:20Z,10,baggage,operation_data,IB7723,on-time
,5080,5080,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:12:20Z,47,catering,operation_data,IB7723,delayed
,5081,5081,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T13:06:20Z,31,boarding,operation_data,IB7723,on-time
,5082,5082,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:15:20Z,34,disembark,operation_data,IB5475,on-time
,5083,5083,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T05:20:20Z,28,cleaning,operation_data,IB5475,delayed
,5084,5084,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:01:20Z,8,fueling,operation_data,IB5475,delayed
,5085,5085,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:39:20Z,22,baggage,operation_data,IB5475,on-time
,5086,5086,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T10:16:20Z,34,catering,operation_data,IB5475,delayed
,5087,5087,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T18:48:20Z,29,boarding,operation_data,IB5475,on-time
,5088,5088,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T17:37:20Z,28,disembark,operation_data,IB6617,on-time
,5089,5089,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:39:20Z,46,cleaning,operation_data,IB6617,on-time
,5090,5090,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T03:20:20Z,37,fueling,operation_data,IB6617,on-time
,5091,5091,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T23:00:20Z,50,baggage,operation_data,IB6617,on-time
,5092,5092,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T20:58:20Z,32,catering,operation_data,IB6617,on-time
,5093,5093,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T16:00:20Z,12,boarding,operation_data,IB6617,on-time
,5094,5094,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T14:18:20Z,43,disembark,operation_data,IB5108,on-time
,5095,5095,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T04:42:20Z,30,cleaning,operation_data,IB5108,on-time
,5096,5096,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:12:20Z,47,fueling,operation_data,IB5108,on-time
,5097,5097,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T07:35:20Z,22,baggage,operation_data,IB5108,on-time
