#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,attraction_id,status
,4063,4063,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T20:49:35Z,17,repair,maintenance_data,AT573,completed
,4064,4064,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T11:34:35Z,79,cleaning,maintenance_data,AT573,completed
,4065,4065,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T03:25:35Z,78,safety_check,maintenance_data,AT573,pending
,4066,4066,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T12:08:35Z,32,software_update,maintenance_data,AT573,completed
,4067,4067,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T15:21:35Z,24,lubrication,maintenance_data,AT573,completed
,4068,4068,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T06:51:35Z,75,inspection,maintenance_data,AT438,completed
,4069,4069,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T10:56:35Z,13,repair,maintenance_data,AT438,completed
,4070,4070,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T21:18:35Z,43,cleaning,maintenance_data,AT438,completed
,4071,4071,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T19:23:35Z,58,safety_check,maintenance_data,AT438,completed
,4072,4072,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T13:21:35Z,37,software_update,maintenance_data,AT438,completed
,4073,4073,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T23:37:35Z,48,lubrication,maintenance_data,AT438,completed
,4074,4074,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T20:52:35Z,33,inspection,maintenance_data,AT913,completed
,4075,4075,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-10T00:05:35Z,80,repair,maintenance_data,AT913,pending
,4076,4076,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T08:44:35Z,52,cleaning,maintenance_data,AT913,completed
,4077,4077,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T15:49:35Z,17,safety_check,maintenance_data,AT913,completed
,4078,4078,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T18:59:35Z,13,software_update,maintenance_data,AT913,completed
,4079,4079,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T07:44:35Z,47,lubrication,maintenance_data,AT913,completed
,4080,4080,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:26:35Z,27,inspection,maintenance_data,AT300,completed
,4081,4081,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:07:35Z,56,repair,maintenance_data,AT300,completed
,4082,4082,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:59:35Z,37,cleaning,maintenance_data,AT300,completed
,4083,4083,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:54:35Z,23,safety_check,maintenance_data,AT300,completed
,4084,4084,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:53:35Z,20,software_update,maintenance_data,AT300,completed
,4085,4085,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:08:35Z,63,lubrication,maintenance_data,AT300,completed
,4086,4086,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:44:35Z,30,inspection,maintenance_data,AT292,pending
,4087,4087,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:31:35Z,66,repair,maintenance_data,AT292,completed
,4088,4088,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:42:35Z,66,cleaning,maintenance_data,AT292,completed
,4089,4089,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:16:35Z,81,safety_check,maintenance_data,AT292,completed
,4090,4090,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:31:35Z,10,software_update,maintenance_data,AT292,pending
,4091,4091,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:08:35Z,45,lubrication,maintenance_data,AT292,pending
,4092,4092,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:14:35Z,38,inspection,maintenance_data,AT567,pending
,4093,4093,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:53:35Z,62,repair,maintenance_data,AT567,completed
,4094,4094,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:44:35Z,71,cleaning,maintenance_data,AT567,pending
,4095,4095,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:23:35Z,18,safety_check,maintenance_data,AT567,completed
,4096,4096,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:16:35Z,42,software_update,maintenance_data,AT567,pending
,4097,4097,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:59:35Z,66,lubrication,maintenance_data,AT567,completed
,4098,4098,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:58:35Z,85,inspection,maintenance_data,AT854,completed
,4099,4099,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:12:35Z,41,repair,maintenance_data,AT854,completed
,4100,4100,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:44:35Z,15,cleaning,maintenance_data,AT854,pending
,4101,4101,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:07:35Z,90,safety_check,maintenance_data,AT854,pending
,4102,4102,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:47:35Z,31,software_update,maintenance_data,AT854,completed
,4103,4103,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:37:35Z,72,lubrication,maintenance_data,AT854,completed
,4104,4104,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:43:35Z,43,inspection,maintenance_data,AT348,completed
,4105,4105,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:28:35Z,16,repair,maintenance_data,AT348,pending
,4106,4106,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:46:35Z,63,cleaning,maintenance_data,AT348,completed
,4107,4107,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:45:35Z,47,safety_check,maintenance_data,AT348,completed
,4108,4108,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:30:35Z,83,software_update,maintenance_data,AT348,completed
,4109,4109,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:21:35Z,72,lubrication,maintenance_data,AT348,completed
,4110,4110,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:39:35Z,30,inspection,maintenance_data,AT663,completed
,4111,4111,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:45:35Z,67,repair,maintenance_data,AT663,completed
,4112,4112,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:28:35Z,86,cleaning,maintenance_data,AT663,pending
,4113,4113,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:18:35Z,84,safety_check,maintenance_data,AT663,pending
,4114,4114,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:53:35Z,59,software_update,maintenance_data,AT663,pending
,4115,4115,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:16:35Z,34,lubrication,maintenance_data,AT663,completed
,4116,4116,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T00:02:35Z,13,inspection,maintenance_data,AT151,pending
,4117,4117,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:07:35Z,33,repair,maintenance_data,AT151,completed
,4118,4118,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:37:35Z,28,cleaning,maintenance_data,AT151,completed
,4119,4119,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:38:35Z,50,safety_check,maintenance_data,AT151,completed
,4120,4120,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T16:48:35Z,63,software_update,maintenance_data,AT151,pending
,4121,4121,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:13:35Z,85,lubrication,maintenance_data,AT151,completed
,4122,4122,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:17:35Z,65,inspection,maintenance_data,AT924,completed
,4123,4123,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:28:35Z,58,repair,maintenance_data,AT924,pending
,4124,4124,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:27:35Z,83,cleaning,maintenance_data,AT924,completed
,4125,4125,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:39:35Z,39,safety_check,maintenance_data,AT924,completed
,4126,4126,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:40:35Z,66,software_update,maintenance_data,AT924,completed
,4127,4127,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T21:32:35Z,42,lubrication,maintenance_data,AT924,completed
,4128,4128,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:06:35Z,74,inspection,maintenance_data,AT583,completed
,4129,4129,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:11:35Z,21,repair,maintenance_data,AT583,completed
,4130,4130,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:38:35Z,62,cleaning,maintenance_data,AT583,completed
,4131,4131,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:06:35Z,64,safety_check,maintenance_data,AT583,pending
,4132,4132,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:02:35Z,64,software_update,maintenance_data,AT583,completed
,4133,4133,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:02:35Z,80,lubrication,maintenance_data,AT583,completed
,4134,4134,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:46:35Z,42,inspection,maintenance_data,AT278,completed
,4135,4135,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:54:35Z,52,repair,maintenance_data,AT278,completed
,4136,4136,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:38:35Z,18,cleaning,maintenance_data,AT278,pending
,4137,4137,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:28:35Z,78,safety_check,maintenance_data,AT278,completed
,4138,4138,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:15:35Z,40,software_update,maintenance_data,AT278,completed
,4139,4139,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:23:35Z,13,lubrication,maintenance_data,AT278,completed
,4140,4140,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:13:35Z,45,inspection,maintenance_data,AT415,completed
,4141,4141,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:15:35Z,55,repair,maintenance_data,AT415,pending
,4142,4142,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:51:35Z,18,cleaning,maintenance_data,AT415,pending
,4143,4143,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:56:35Z,65,safety_check,maintenance_data,AT415,pending
,4144,4144,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:58:35Z,76,software_update,maintenance_data,AT415,pending
,4145,4145,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:08:35Z,37,lubrication,maintenance_data,AT415,completed
,4146,4146,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:43:35Z,84,inspection,maintenance_data,AT371,completed
,4147,4147,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:07:35Z,21,repair,maintenance_data,AT371,pending
,4148,4148,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T05:16:35Z,85,cleaning,maintenance_data,AT371,pending
,4149,4149,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:48:35Z,70,safety_check,maintenance_data,AT371,completed
,4150,4150,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:11:35Z,19,software_update,maintenance_data,AT371,pending
,4151,4151,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:17:35Z,26,lubrication,maintenance_data,AT371,completed
,4152,4152,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:21:35Z,65,inspection,maintenance_data,AT569,completed
,4153,4153,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:03:35Z,46,repair,maintenance_data,AT569,completed
,4154,4154,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T00:27:35Z,22,cleaning,maintenance_data,AT569,completed
,4155,4155,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:04:35Z,32,safety_check,maintenance_data,AT569,pending
,4156,4156,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:32:35Z,71,software_update,maintenance_data,AT569,completed
,4157,4157,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:39:35Z,32,lubrication,maintenance_data,AT569,completed
,4158,4158,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:45:35Z,72,inspection,maintenance_data,AT536,completed
,4159,4159,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:25:35Z,38,repair,maintenance_data,AT536,completed
,4160,4160,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:03:35Z,57,cleaning,maintenance_data,AT536,completed
,4161,4161,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:34:35Z,48,safety_check,maintenance_data,AT536,completed
,4162,4162,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:57:35Z,52,software_update,maintenance_data,AT536,pending
,4163,4163,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:01:35Z,82,lubrication,maintenance_data,AT536,completed
,4164,4164,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:52:35Z,46,inspection,maintenance_data,AT495,completed
,4165,4165,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T21:38:35Z,14,repair,maintenance_data,AT495,completed
,4166,4166,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:27:35Z,84,cleaning,maintenance_data,AT495,completed
,4167,4167,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:18:35Z,14,safety_check,maintenance_data,AT495,pending
,4168,4168,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:45:35Z,25,software_update,maintenance_data,AT495,completed
,4169,4169,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:07:35Z,71,lubrication,maintenance_data,AT495,completed
,4170,4170,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:43:35Z,86,inspection,maintenance_data,AT372,completed
,4171,4171,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:16:35Z,25,repair,maintenance_data,AT372,completed
,4172,4172,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T00:42:35Z,77,cleaning,maintenance_data,AT372,completed
,4173,4173,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T00:28:35Z,32,safety_check,maintenance_data,AT372,completed
,4174,4174,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:04:35Z,28,software_update,maintenance_data,AT372,completed
,4175,4175,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:32:35Z,88,lubrication,maintenance_data,AT372,completed
,4176,4176,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:29:35Z,62,inspection,maintenance_data,AT517,completed
,4177,4177,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:09:35Z,24,repair,maintenance_data,AT517,pending
,4178,4178,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:41:35Z,84,cleaning,maintenance_data,AT517,completed
,4179,4179,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T16:36:35Z,44,safety_check,maintenance_data,AT517,completed
,4180,4180,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:25:35Z,84,software_update,maintenance_data,AT517,pending
,4181,4181,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:09:35Z,31,lubrication,maintenance_data,AT517,completed
,4182,4182,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:36:35Z,39,inspection,maintenance_data,AT327,completed
,4183,4183,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T16:43:35Z,79,repair,maintenance_data,AT327,pending
,4184,4184,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:50:35Z,27,cleaning,maintenance_data,AT327,completed
,4185,4185,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:22:35Z,53,safety_check,maintenance_data,AT327,pending
,4186,4186,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:27:35Z,34,software_update,maintenance_data,AT327,pending
,4187,4187,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:49:35Z,24,lubrication,maintenance_data,AT327,completed
,4188,4188,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:19:35Z,83,inspection,maintenance_data,AT632,pending
,4189,4189,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:18:35Z,29,repair,maintenance_data,AT632,completed
,4190,4190,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:30:35Z,34,cleaning,maintenance_data,AT632,completed
,4191,4191,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:43:35Z,20,safety_check,maintenance_data,AT632,completed
,4192,4192,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:33:35Z,90,software_update,maintenance_data,AT632,completed
,4193,4193,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:19:35Z,39,lubrication,maintenance_data,AT632,pending
,4194,4194,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:23:35Z,22,inspection,maintenance_data,AT850,completed
,4195,4195,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:51:35Z,52,repair,maintenance_data,AT850,completed
,4196,4196,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:27:35Z,54,cleaning,maintenance_data,AT850,completed
,4197,4197,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:49:35Z,27,safety_check,maintenance_data,AT850,completed
,4198,4198,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:01:35Z,72,software_update,maintenance_data,AT850,pending
,4199,4199,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:44:35Z,76,lubrication,maintenance_data,AT850,completed
,4200,4200,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T21:03:35Z,23,inspection,maintenance_data,AT324,pending
,4201,4201,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:50:35Z,89,repair,maintenance_data,AT324,completed
,4202,4202,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:12:35Z,67,cleaning,maintenance_data,AT324,pending
,4203,4203,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:40:35Z,65,safety_check,maintenance_data,AT324,pending
,4204,4204,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:15:35Z,61,software_update,maintenance_data,AT324,pending
,4205,4205,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T05:28:35Z,49,lubrication,maintenance_data,AT324,pending
,4206,4206,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:57:35Z,82,inspection,maintenance_data,AT905,completed
,4207,4207,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:47:35Z,25,repair,maintenance_data,AT905,pending
,4208,4208,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:26:35Z,90,cleaning,maintenance_data,AT905,completed
,4209,4209,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:04:35Z,46,safety_check,maintenance_data,AT905,completed
,4210,4210,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:15:35Z,67,software_update,maintenance_data,AT905,pending
,4211,4211,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:38:35Z,41,lubrication,maintenance_data,AT905,completed
,4212,4212,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:29:35Z,86,inspection,maintenance_data,AT858,completed
,4213,4213,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:32:35Z,21,repair,maintenance_data,AT858,pending
,4214,4214,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:59:35Z,57,cleaning,maintenance_data,AT858,completed
,4215,4215,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:59:35Z,79,safety_check,maintenance_data,AT858,completed
,4216,4216,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:15:35Z,15,software_update,maintenance_data,AT858,pending
,4217,4217,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:32:35Z,42,lubrication,maintenance_data,AT858,completed
,4218,4218,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:07:35Z,32,inspection,maintenance_data,AT340,completed
,4219,4219,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:45:35Z,80,repair,maintenance_data,AT340,completed
,4220,4220,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:39:35Z,29,cleaning,maintenance_data,AT340,completed
,4221,4221,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:20:35Z,54,safety_check,maintenance_data,AT340,completed
,4222,4222,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:56:35Z,68,software_update,maintenance_data,AT340,completed
,4223,4223,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:38:35Z,51,lubrication,maintenance_data,AT340,completed
,4224,4224,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:42:35Z,31,inspection,maintenance_data,AT375,pending
,4225,4225,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:24:35Z,27,repair,maintenance_data,AT375,completed
,4226,4226,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:08:35Z,47,cleaning,maintenance_data,AT375,pending
,4227,4227,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:37:35Z,63,safety_check,maintenance_data,AT375,completed
,4228,4228,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T05:55:35Z,60,software_update,maintenance_data,AT375,pending
,4229,4229,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:10:35Z,15,lubrication,maintenance_data,AT375,completed
,4230,4230,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:02:35Z,25,inspection,maintenance_data,AT108,completed
,4231,4231,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:20:35Z,34,repair,maintenance_data,AT108,completed
,4232,4232,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:32:35Z,86,cleaning,maintenance_data,AT108,pending
,4233,4233,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:08:35Z,26,safety_check,maintenance_data,AT108,pending
,4234,4234,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:40:35Z,90,software_update,maintenance_data,AT108,completed
,4235,4235,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:43:35Z,32,lubrication,maintenance_data,AT108,completed
,4236,4236,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:58:35Z,12,inspection,maintenance_data,AT538,pending
,4237,4237,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:51:35Z,77,repair,maintenance_data,AT538,pending
,4238,4238,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:04:35Z,14,cleaning,maintenance_data,AT538,completed
,4239,4239,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:34:35Z,42,safety_check,maintenance_data,AT538,completed
,4240,4240,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:40:35Z,23,software_update,maintenance_data,AT538,completed
,4241,4241,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:17:35Z,60,lubrication,maintenance_data,AT538,pending
,4242,4242,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:40:35Z,85,inspection,maintenance_data,AT829,pending
,4243,4243,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:08:35Z,86,repair,maintenance_data,AT829,completed
,4244,4244,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:00:35Z,20,cleaning,maintenance_data,AT829,completed
,4245,4245,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T16:09:35Z,27,safety_check,maintenance_data,AT829,completed
,4246,4246,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:41:35Z,13,software_update,maintenance_data,AT829,completed
,4247,4247,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:07:35Z,21,lubrication,maintenance_data,AT829,completed
,4248,4248,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:18:35Z,12,inspection,maintenance_data,AT689,completed
